review,rating,date,bank,source,sentiment,confidence
It is okay but Telebirr is much faster than this app interface.,3,2026-01-20,Dashen,Google Play,POSITIVE,0.9967328310012817
The user interface is confusing. It takes too many steps to send money.,2,2026-04-12,Dashen,Google Play,NEGATIVE,0.999772846698761
App keeps crashing after the latest update. Very frustrating.,1,2026-02-17,Dashen,Google Play,NEGATIVE,0.9988941550254822
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-24,Dashen,Google Play,NEGATIVE,0.9915052056312561
The mobile app transfers fail often. Customer service doesn't help.,2,2026-01-16,Dashen,Google Play,NEGATIVE,0.9989086389541626
"It works sometimes, but mostly gives a connection timeout error.",2,2026-01-21,Dashen,Google Play,NEGATIVE,0.9973056316375732
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-02-14,Dashen,Google Play,NEGATIVE,0.9961382746696472
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-07,Dashen,Google Play,POSITIVE,0.9997780919075012
It is okay but Telebirr is much faster than this app interface.,3,2026-02-22,Dashen,Google Play,POSITIVE,0.9967328310012817
Fantastic banking experience. Transactions are instant and reliable.,5,2026-04-23,Dashen,Google Play,POSITIVE,0.9998776912689209
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-10,Dashen,Google Play,POSITIVE,0.9998102784156799
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-25,Dashen,Google Play,POSITIVE,0.9998102784156799
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-21,Dashen,Google Play,POSITIVE,0.9997780919075012
Reliable app for daily banking transactions. Recommended.,4,2026-03-02,Dashen,Google Play,POSITIVE,0.9996591806411743
Average app. It serves the basic purpose of checking balances.,3,2026-04-28,Dashen,Google Play,NEGATIVE,0.9823229908943176
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-26,Dashen,Google Play,NEGATIVE,0.9997976422309875
Service is acceptable but transaction fees are getting too high.,3,2026-03-13,Dashen,Google Play,NEGATIVE,0.9991235136985779
Easy to send money to other banks. Good work on the features.,4,2026-01-25,Dashen,Google Play,POSITIVE,0.9997137188911438
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-22,Dashen,Google Play,POSITIVE,0.9998776912689209
The user interface is confusing. It takes too many steps to send money.,2,2026-04-18,Dashen,Google Play,NEGATIVE,0.999772846698761
Very slow authentication process. Fix the login screen loop.,1,2026-02-02,Dashen,Google Play,NEGATIVE,0.9994550347328186
Average app. It serves the basic purpose of checking balances.,3,2026-02-01,Dashen,Google Play,NEGATIVE,0.9823229908943176
Fantastic banking experience. Transactions are instant and reliable.,5,2026-01-13,Dashen,Google Play,POSITIVE,0.9998776912689209
Transfer is fine but airtime topup is completely broken right now.,3,2026-05-03,Dashen,Google Play,NEGATIVE,0.9915052056312561
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-09,Dashen,Google Play,POSITIVE,0.9997780919075012
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-09,Dashen,Google Play,NEGATIVE,0.9997976422309875
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-01-24,Dashen,Google Play,POSITIVE,0.9994304776191711
App features are okay but the notifications lag behind considerably.,2,2026-03-24,Dashen,Google Play,NEGATIVE,0.9940475225448608
It is okay but Telebirr is much faster than this app interface.,3,2026-03-16,Dashen,Google Play,POSITIVE,0.9967328310012817
It is okay but Telebirr is much faster than this app interface.,3,2026-01-09,Dashen,Google Play,POSITIVE,0.9967328310012817
Reliable app for daily banking transactions. Recommended.,4,2026-03-03,Dashen,Google Play,POSITIVE,0.9996591806411743
"It works sometimes, but mostly gives a connection timeout error.",2,2026-04-09,Dashen,Google Play,NEGATIVE,0.9973056316375732
Easy to send money to other banks. Good work on the features.,4,2026-03-16,Dashen,Google Play,POSITIVE,0.9997137188911438
App features are okay but the notifications lag behind considerably.,2,2026-04-21,Dashen,Google Play,NEGATIVE,0.9940475225448608
Highly secure and extremely user friendly interface. Perfect job.,5,2026-05-07,Dashen,Google Play,POSITIVE,0.9997780919075012
Super fast transaction processing. Saved me a lot of time.,5,2026-03-23,Dashen,Google Play,POSITIVE,0.9696264863014221
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-02-04,Dashen,Google Play,NEGATIVE,0.9984906911849976
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-09,Dashen,Google Play,POSITIVE,0.9998515844345093
Very convenient for paying utility bills from home. Satisfied.,4,2026-03-31,Dashen,Google Play,POSITIVE,0.9979442954063416
App keeps crashing after the latest update. Very frustrating.,1,2026-05-08,Dashen,Google Play,NEGATIVE,0.9988941550254822
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-30,Dashen,Google Play,POSITIVE,0.9998102784156799
Service is acceptable but transaction fees are getting too high.,3,2026-03-24,Dashen,Google Play,NEGATIVE,0.9991235136985779
App keeps crashing after the latest update. Very frustrating.,1,2026-02-02,Dashen,Google Play,NEGATIVE,0.9988941550254822
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-15,Dashen,Google Play,POSITIVE,0.9998102784156799
Easy to send money to other banks. Good work on the features.,4,2026-01-07,Dashen,Google Play,POSITIVE,0.9997137188911438
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-28,Dashen,Google Play,POSITIVE,0.9989547729492188
Easy to send money to other banks. Good work on the features.,4,2026-04-27,Dashen,Google Play,POSITIVE,0.9997137188911438
The mobile app transfers fail often. Customer service doesn't help.,2,2026-03-31,Dashen,Google Play,NEGATIVE,0.9989086389541626
Very slow authentication process. Fix the login screen loop.,1,2026-04-12,Dashen,Google Play,NEGATIVE,0.9994550347328186
It is okay but Telebirr is much faster than this app interface.,3,2026-02-24,Dashen,Google Play,POSITIVE,0.9967328310012817
"It works sometimes, but mostly gives a connection timeout error.",2,2026-03-19,Dashen,Google Play,NEGATIVE,0.9973056316375732
Love the new UI updates. Everything is seamless and responsive.,5,2026-04-07,Dashen,Google Play,POSITIVE,0.9998515844345093
Love the new UI updates. Everything is seamless and responsive.,5,2026-05-08,Dashen,Google Play,POSITIVE,0.9998515844345093
Super fast transaction processing. Saved me a lot of time.,5,2026-01-13,Dashen,Google Play,POSITIVE,0.9696264863014221
"Good app, transfer speed is much faster now after the recent update.",4,2026-04-03,Dashen,Google Play,POSITIVE,0.9989547729492188
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-23,Dashen,Google Play,NEGATIVE,0.9997976422309875
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-06,Dashen,Google Play,NEGATIVE,0.9997976422309875
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-05,Dashen,Google Play,POSITIVE,0.9998102784156799
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-26,Dashen,Google Play,POSITIVE,0.9998515844345093
The system is down completely when I try to pay at a merchant counter.,1,2026-05-01,Dashen,Google Play,NEGATIVE,0.9997826218605042
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-03-20,Dashen,Google Play,NEGATIVE,0.9984906911849976
The mobile app transfers fail often. Customer service doesn't help.,2,2026-01-19,Dashen,Google Play,NEGATIVE,0.9989086389541626
Takes too long to load my balance statement. Needs optimization.,2,2026-04-17,Dashen,Google Play,NEGATIVE,0.9996730089187622
Love the new UI updates. Everything is seamless and responsive.,5,2026-02-15,Dashen,Google Play,POSITIVE,0.9998515844345093
Love the new UI updates. Everything is seamless and responsive.,5,2026-04-23,Dashen,Google Play,POSITIVE,0.9998515844345093
"It works sometimes, but mostly gives a connection timeout error.",2,2026-02-18,Dashen,Google Play,NEGATIVE,0.9973056316375732
"Good app, transfer speed is much faster now after the recent update.",4,2026-04-04,Dashen,Google Play,POSITIVE,0.9989547729492188
Love the new UI updates. Everything is seamless and responsive.,5,2026-05-09,Dashen,Google Play,POSITIVE,0.9998515844345093
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-11,Dashen,Google Play,NEGATIVE,0.9997976422309875
It is okay but Telebirr is much faster than this app interface.,3,2026-04-03,Dashen,Google Play,POSITIVE,0.9967328310012817
The mobile app transfers fail often. Customer service doesn't help.,2,2026-01-31,Dashen,Google Play,NEGATIVE,0.9989086389541626
Average app. It serves the basic purpose of checking balances.,3,2026-02-16,Dashen,Google Play,NEGATIVE,0.9823229908943176
Average app. It serves the basic purpose of checking balances.,3,2026-02-12,Dashen,Google Play,NEGATIVE,0.9823229908943176
The mobile app transfers fail often. Customer service doesn't help.,2,2026-02-04,Dashen,Google Play,NEGATIVE,0.9989086389541626
The user interface is confusing. It takes too many steps to send money.,2,2026-02-18,Dashen,Google Play,NEGATIVE,0.999772846698761
Reliable app for daily banking transactions. Recommended.,4,2026-04-26,Dashen,Google Play,POSITIVE,0.9996591806411743
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-21,Dashen,Google Play,POSITIVE,0.9998102784156799
Super fast transaction processing. Saved me a lot of time.,5,2026-03-16,Dashen,Google Play,POSITIVE,0.9696264863014221
Super fast transaction processing. Saved me a lot of time.,5,2026-04-27,Dashen,Google Play,POSITIVE,0.9696264863014221
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-26,Dashen,Google Play,POSITIVE,0.9989547729492188
"It works sometimes, but mostly gives a connection timeout error.",2,2026-02-27,Dashen,Google Play,NEGATIVE,0.9973056316375732
It is okay but Telebirr is much faster than this app interface.,3,2026-03-11,Dashen,Google Play,POSITIVE,0.9967328310012817
Fantastic banking experience. Transactions are instant and reliable.,5,2026-04-01,Dashen,Google Play,POSITIVE,0.9998776912689209
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-03-11,Dashen,Google Play,POSITIVE,0.9994304776191711
App keeps crashing after the latest update. Very frustrating.,1,2026-03-16,Dashen,Google Play,NEGATIVE,0.9988941550254822
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-22,Dashen,Google Play,POSITIVE,0.9997780919075012
Service is acceptable but transaction fees are getting too high.,3,2026-04-03,Dashen,Google Play,NEGATIVE,0.9991235136985779
Easy to send money to other banks. Good work on the features.,4,2026-02-02,Dashen,Google Play,POSITIVE,0.9997137188911438
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-12,Dashen,Google Play,NEGATIVE,0.9915052056312561
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-10,Dashen,Google Play,POSITIVE,0.9998102784156799
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-15,Dashen,Google Play,POSITIVE,0.9998102784156799
Easy to send money to other banks. Good work on the features.,4,2026-03-17,Dashen,Google Play,POSITIVE,0.9997137188911438
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-13,Dashen,Google Play,NEGATIVE,0.9915052056312561
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-27,Dashen,Google Play,NEGATIVE,0.9997976422309875
Love the new UI updates. Everything is seamless and responsive.,5,2026-01-17,Dashen,Google Play,POSITIVE,0.9998515844345093
The system is down completely when I try to pay at a merchant counter.,1,2026-04-05,Dashen,Google Play,NEGATIVE,0.9997826218605042
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-20,Dashen,Google Play,POSITIVE,0.9997780919075012
Fantastic banking experience. Transactions are instant and reliable.,5,2026-02-17,Dashen,Google Play,POSITIVE,0.9998776912689209
Very slow authentication process. Fix the login screen loop.,1,2026-04-25,Dashen,Google Play,NEGATIVE,0.9994550347328186
The mobile app transfers fail often. Customer service doesn't help.,2,2026-03-24,Dashen,Google Play,NEGATIVE,0.9989086389541626
Takes too long to load my balance statement. Needs optimization.,2,2026-01-07,Dashen,Google Play,NEGATIVE,0.9996730089187622
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-12,Dashen,Google Play,NEGATIVE,0.9997976422309875
It is okay but Telebirr is much faster than this app interface.,3,2026-04-16,Dashen,Google Play,POSITIVE,0.9967328310012817
Reliable app for daily banking transactions. Recommended.,4,2026-01-23,Dashen,Google Play,POSITIVE,0.9996591806411743
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-03-22,Dashen,Google Play,NEGATIVE,0.9984906911849976
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-01-30,Dashen,Google Play,NEGATIVE,0.9961382746696472
The system is down completely when I try to pay at a merchant counter.,1,2026-04-12,Dashen,Google Play,NEGATIVE,0.9997826218605042
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-03-12,Dashen,Google Play,NEGATIVE,0.9984906911849976
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-02-09,Dashen,Google Play,POSITIVE,0.9994304776191711
App features are okay but the notifications lag behind considerably.,2,2026-01-26,Dashen,Google Play,NEGATIVE,0.9940475225448608
Super fast transaction processing. Saved me a lot of time.,5,2026-04-12,Dashen,Google Play,POSITIVE,0.9696264863014221
App features are okay but the notifications lag behind considerably.,2,2026-01-03,Dashen,Google Play,NEGATIVE,0.9940475225448608
App keeps crashing after the latest update. Very frustrating.,1,2026-03-15,Dashen,Google Play,NEGATIVE,0.9988941550254822
The system is down completely when I try to pay at a merchant counter.,1,2026-01-04,Dashen,Google Play,NEGATIVE,0.9997826218605042
"It works sometimes, but mostly gives a connection timeout error.",2,2026-03-04,Dashen,Google Play,NEGATIVE,0.9973056316375732
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-26,Dashen,Google Play,POSITIVE,0.9998776912689209
Service is acceptable but transaction fees are getting too high.,3,2026-05-08,Dashen,Google Play,NEGATIVE,0.9991235136985779
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-09,Dashen,Google Play,POSITIVE,0.9997780919075012
Fantastic banking experience. Transactions are instant and reliable.,5,2026-04-09,Dashen,Google Play,POSITIVE,0.9998776912689209
Very slow authentication process. Fix the login screen loop.,1,2026-02-26,Dashen,Google Play,NEGATIVE,0.9994550347328186
App keeps crashing after the latest update. Very frustrating.,1,2026-04-12,Dashen,Google Play,NEGATIVE,0.9988941550254822
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-23,Dashen,Google Play,POSITIVE,0.9998102784156799
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-03-20,Dashen,Google Play,NEGATIVE,0.9961382746696472
App keeps crashing after the latest update. Very frustrating.,1,2026-01-10,Dashen,Google Play,NEGATIVE,0.9988941550254822
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-22,Dashen,Google Play,NEGATIVE,0.9997976422309875
Easy to send money to other banks. Good work on the features.,4,2026-02-15,Dashen,Google Play,POSITIVE,0.9997137188911438
It is okay but Telebirr is much faster than this app interface.,3,2026-04-02,Dashen,Google Play,POSITIVE,0.9967328310012817
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-19,Dashen,Google Play,NEGATIVE,0.9997976422309875
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-16,Dashen,Google Play,POSITIVE,0.9997780919075012
Average app. It serves the basic purpose of checking balances.,3,2026-01-28,Dashen,Google Play,NEGATIVE,0.9823229908943176
Reliable app for daily banking transactions. Recommended.,4,2026-02-03,Dashen,Google Play,POSITIVE,0.9996591806411743
Average app. It serves the basic purpose of checking balances.,3,2026-03-20,Dashen,Google Play,NEGATIVE,0.9823229908943176
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-13,Dashen,Google Play,NEGATIVE,0.9997976422309875
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-30,Dashen,Google Play,NEGATIVE,0.9997976422309875
Takes too long to load my balance statement. Needs optimization.,2,2026-03-15,Dashen,Google Play,NEGATIVE,0.9996730089187622
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-14,Dashen,Google Play,NEGATIVE,0.9997976422309875
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-02,Dashen,Google Play,NEGATIVE,0.9997976422309875
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-06,Dashen,Google Play,POSITIVE,0.9998102784156799
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-04-15,Dashen,Google Play,POSITIVE,0.9994304776191711
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-04-16,Dashen,Google Play,NEGATIVE,0.9984906911849976
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-07,Dashen,Google Play,NEGATIVE,0.9997976422309875
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-14,Dashen,Google Play,NEGATIVE,0.9915052056312561
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-07,Dashen,Google Play,NEGATIVE,0.9915052056312561
"It works sometimes, but mostly gives a connection timeout error.",2,2026-04-22,Dashen,Google Play,NEGATIVE,0.9973056316375732
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-27,Dashen,Google Play,NEGATIVE,0.9997976422309875
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-01-25,Dashen,Google Play,NEGATIVE,0.9984906911849976
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-14,Dashen,Google Play,POSITIVE,0.9998515844345093
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-11,Dashen,Google Play,POSITIVE,0.9998102784156799
App features are okay but the notifications lag behind considerably.,2,2026-05-11,Dashen,Google Play,NEGATIVE,0.9940475225448608
Average app. It serves the basic purpose of checking balances.,3,2026-02-01,Dashen,Google Play,NEGATIVE,0.9823229908943176
"It works sometimes, but mostly gives a connection timeout error.",2,2026-01-08,Dashen,Google Play,NEGATIVE,0.9973056316375732
Average app. It serves the basic purpose of checking balances.,3,2026-04-07,Dashen,Google Play,NEGATIVE,0.9823229908943176
Fantastic banking experience. Transactions are instant and reliable.,5,2026-05-09,Dashen,Google Play,POSITIVE,0.9998776912689209
Fantastic banking experience. Transactions are instant and reliable.,5,2026-05-05,Dashen,Google Play,POSITIVE,0.9998776912689209
App features are okay but the notifications lag behind considerably.,2,2026-03-13,Dashen,Google Play,NEGATIVE,0.9940475225448608
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-09,Dashen,Google Play,NEGATIVE,0.9915052056312561
The system is down completely when I try to pay at a merchant counter.,1,2026-03-30,Dashen,Google Play,NEGATIVE,0.9997826218605042
"It works sometimes, but mostly gives a connection timeout error.",2,2026-05-09,Dashen,Google Play,NEGATIVE,0.9973056316375732
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-03-10,Dashen,Google Play,NEGATIVE,0.9961382746696472
The system is down completely when I try to pay at a merchant counter.,1,2026-05-07,Dashen,Google Play,NEGATIVE,0.9997826218605042
The system is down completely when I try to pay at a merchant counter.,1,2026-01-15,Dashen,Google Play,NEGATIVE,0.9997826218605042
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-02,Dashen,Google Play,POSITIVE,0.9998776912689209
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-23,Dashen,Google Play,NEGATIVE,0.9915052056312561
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-23,Dashen,Google Play,POSITIVE,0.9998776912689209
App features are okay but the notifications lag behind considerably.,2,2026-03-14,Dashen,Google Play,NEGATIVE,0.9940475225448608
Fantastic banking experience. Transactions are instant and reliable.,5,2026-04-21,Dashen,Google Play,POSITIVE,0.9998776912689209
"Good app, transfer speed is much faster now after the recent update.",4,2026-02-10,Dashen,Google Play,POSITIVE,0.9989547729492188
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-31,Dashen,Google Play,NEGATIVE,0.9915052056312561
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-22,Dashen,Google Play,POSITIVE,0.9979442954063416
Takes too long to load my balance statement. Needs optimization.,2,2026-01-14,Dashen,Google Play,NEGATIVE,0.9996730089187622
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-14,Dashen,Google Play,POSITIVE,0.9997780919075012
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-04,Dashen,Google Play,POSITIVE,0.9997780919075012
Super fast transaction processing. Saved me a lot of time.,5,2026-03-04,Dashen,Google Play,POSITIVE,0.9696264863014221
Love the new UI updates. Everything is seamless and responsive.,5,2026-01-01,Dashen,Google Play,POSITIVE,0.9998515844345093
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-25,Dashen,Google Play,NEGATIVE,0.9997976422309875
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-10,Dashen,Google Play,NEGATIVE,0.9915052056312561
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-13,Dashen,Google Play,POSITIVE,0.9997780919075012
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-05-01,Dashen,Google Play,NEGATIVE,0.9997976422309875
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-18,Dashen,Google Play,POSITIVE,0.9998102784156799
Love the new UI updates. Everything is seamless and responsive.,5,2026-01-06,Dashen,Google Play,POSITIVE,0.9998515844345093
Very slow authentication process. Fix the login screen loop.,1,2026-02-17,Dashen,Google Play,NEGATIVE,0.9994550347328186
Reliable app for daily banking transactions. Recommended.,4,2026-03-15,Dashen,Google Play,POSITIVE,0.9996591806411743
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-21,Dashen,Google Play,POSITIVE,0.9989547729492188
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-13,Dashen,Google Play,POSITIVE,0.9998102784156799
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-01,Dashen,Google Play,NEGATIVE,0.9997976422309875
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-01,Dashen,Google Play,NEGATIVE,0.9997976422309875
Average app. It serves the basic purpose of checking balances.,3,2026-01-01,Dashen,Google Play,NEGATIVE,0.9823229908943176
App keeps crashing after the latest update. Very frustrating.,1,2026-02-13,Dashen,Google Play,NEGATIVE,0.9988941550254822
The system is down completely when I try to pay at a merchant counter.,1,2026-03-07,Dashen,Google Play,NEGATIVE,0.9997826218605042
"Good app, transfer speed is much faster now after the recent update.",4,2026-04-25,Dashen,Google Play,POSITIVE,0.9989547729492188
The user interface is confusing. It takes too many steps to send money.,2,2026-03-20,Dashen,Google Play,NEGATIVE,0.999772846698761
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-02-02,Dashen,Google Play,POSITIVE,0.9994304776191711
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-07,Dashen,Google Play,NEGATIVE,0.9997976422309875
The user interface is confusing. It takes too many steps to send money.,2,2026-01-08,Dashen,Google Play,NEGATIVE,0.999772846698761
App keeps crashing after the latest update. Very frustrating.,1,2026-01-21,Dashen,Google Play,NEGATIVE,0.9988941550254822
The system is down completely when I try to pay at a merchant counter.,1,2026-01-09,Dashen,Google Play,NEGATIVE,0.9997826218605042
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-28,Dashen,Google Play,POSITIVE,0.9989547729492188
Highly secure and extremely user friendly interface. Perfect job.,5,2026-04-05,Dashen,Google Play,POSITIVE,0.9997780919075012
Transfer is fine but airtime topup is completely broken right now.,3,2026-03-15,Dashen,Google Play,NEGATIVE,0.9915052056312561
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-27,Dashen,Google Play,NEGATIVE,0.9997976422309875
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-05-06,Dashen,Google Play,POSITIVE,0.9994304776191711
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-15,Dashen,Google Play,POSITIVE,0.9997780919075012
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-20,Dashen,Google Play,POSITIVE,0.9979442954063416
Service is acceptable but transaction fees are getting too high.,3,2026-04-23,Dashen,Google Play,NEGATIVE,0.9991235136985779
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-25,Dashen,Google Play,POSITIVE,0.9997780919075012
The system is down completely when I try to pay at a merchant counter.,1,2026-03-07,Dashen,Google Play,NEGATIVE,0.9997826218605042
Easy to send money to other banks. Good work on the features.,4,2026-04-15,Dashen,Google Play,POSITIVE,0.9997137188911438
Highly secure and extremely user friendly interface. Perfect job.,5,2026-05-07,Dashen,Google Play,POSITIVE,0.9997780919075012
The user interface is confusing. It takes too many steps to send money.,2,2026-02-19,Dashen,Google Play,NEGATIVE,0.999772846698761
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-08,Dashen,Google Play,POSITIVE,0.9997780919075012
Easy to send money to other banks. Good work on the features.,4,2026-03-02,Dashen,Google Play,POSITIVE,0.9997137188911438
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-05-02,Dashen,Google Play,NEGATIVE,0.9961382746696472
Super fast transaction processing. Saved me a lot of time.,5,2026-02-21,Dashen,Google Play,POSITIVE,0.9696264863014221
Fantastic banking experience. Transactions are instant and reliable.,5,2026-02-25,Dashen,Google Play,POSITIVE,0.9998776912689209
Service is acceptable but transaction fees are getting too high.,3,2026-02-12,Dashen,Google Play,NEGATIVE,0.9991235136985779
Transfer is fine but airtime topup is completely broken right now.,3,2026-02-17,Dashen,Google Play,NEGATIVE,0.9915052056312561
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-03-24,Dashen,Google Play,POSITIVE,0.9994304776191711
Super fast transaction processing. Saved me a lot of time.,5,2026-02-26,Dashen,Google Play,POSITIVE,0.9696264863014221
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-22,Dashen,Google Play,POSITIVE,0.9997780919075012
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-06,Dashen,Google Play,POSITIVE,0.9998776912689209
The system is down completely when I try to pay at a merchant counter.,1,2026-04-12,Dashen,Google Play,NEGATIVE,0.9997826218605042
App keeps crashing after the latest update. Very frustrating.,1,2026-04-04,Dashen,Google Play,NEGATIVE,0.9988941550254822
The mobile app transfers fail often. Customer service doesn't help.,2,2026-04-28,Dashen,Google Play,NEGATIVE,0.9989086389541626
Takes too long to load my balance statement. Needs optimization.,2,2026-02-14,Dashen,Google Play,NEGATIVE,0.9996730089187622
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-03-04,Dashen,Google Play,NEGATIVE,0.9984906911849976
Super fast transaction processing. Saved me a lot of time.,5,2026-04-26,Dashen,Google Play,POSITIVE,0.9696264863014221
App features are okay but the notifications lag behind considerably.,2,2026-01-06,Dashen,Google Play,NEGATIVE,0.9940475225448608
Very convenient for paying utility bills from home. Satisfied.,4,2026-03-22,Dashen,Google Play,POSITIVE,0.9979442954063416
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-05-10,Dashen,Google Play,NEGATIVE,0.9961382746696472
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-01-02,Dashen,Google Play,NEGATIVE,0.9961382746696472
Service is acceptable but transaction fees are getting too high.,3,2026-01-16,Dashen,Google Play,NEGATIVE,0.9991235136985779
Love the new UI updates. Everything is seamless and responsive.,5,2026-04-16,Dashen,Google Play,POSITIVE,0.9998515844345093
The mobile app transfers fail often. Customer service doesn't help.,2,2026-01-09,Dashen,Google Play,NEGATIVE,0.9989086389541626
Easy to send money to other banks. Good work on the features.,4,2026-02-13,Dashen,Google Play,POSITIVE,0.9997137188911438
Takes too long to load my balance statement. Needs optimization.,2,2026-04-11,Dashen,Google Play,NEGATIVE,0.9996730089187622
Very slow authentication process. Fix the login screen loop.,1,2026-03-03,Dashen,Google Play,NEGATIVE,0.9994550347328186
Easy to send money to other banks. Good work on the features.,4,2026-01-08,Dashen,Google Play,POSITIVE,0.9997137188911438
Love the new UI updates. Everything is seamless and responsive.,5,2026-04-14,Dashen,Google Play,POSITIVE,0.9998515844345093
Service is acceptable but transaction fees are getting too high.,3,2026-02-19,Dashen,Google Play,NEGATIVE,0.9991235136985779
Fantastic banking experience. Transactions are instant and reliable.,5,2026-02-27,Dashen,Google Play,POSITIVE,0.9998776912689209
Easy to send money to other banks. Good work on the features.,4,2026-05-05,Dashen,Google Play,POSITIVE,0.9997137188911438
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-21,Dashen,Google Play,NEGATIVE,0.9915052056312561
